Date,Price,Open,High,Low,Change %
"Dec 28, 2018",88.828,88.967,89.079,88.427,-0.11%
"Dec 27, 2018",88.929,88.516,89.178,88.492,0.48%
"Dec 26, 2018",88.500,88.785,89.068,88.502,-0.37%
"Dec 25, 2018",88.826,89.205,89.503,88.715,-0.40%
"Dec 24, 2018",89.181,88.773,89.338,88.520,0.69%
"Dec 21, 2018",88.574,88.584,89.204,88.227,0.04%
"Dec 20, 2018",88.538,88.624,89.333,88.287,-0.05%
"Dec 19, 2018",88.579,89.310,89.490,88.507,-0.77%
"Dec 18, 2018",89.265,90.400,90.482,89.122,-1.25%
"Dec 17, 2018",90.395,90.554,90.698,90.141,-0.09%
"Dec 14, 2018",90.477,90.528,90.697,90.164,-0.04%
"Dec 13, 2018",90.509,90.744,90.955,90.172,-0.21%
"Dec 12, 2018",90.700,90.262,91.043,89.873,0.51%
"Dec 11, 2018",90.241,91.092,91.204,90.133,-0.90%
"Dec 10, 2018",91.058,90.198,91.741,89.989,0.99%
"Dec 07, 2018",90.164,90.582,90.776,89.974,-0.42%
"Dec 06, 2018",90.548,89.844,90.780,89.734,0.81%
"Dec 05, 2018",89.817,89.743,90.207,89.364,0.14%
"Dec 04, 2018",89.687,89.632,90.621,89.284,0.10%
"Dec 03, 2018",89.601,88.933,90.103,88.678,0.87%
"Nov 30, 2018",88.826,89.262,89.438,88.658,-0.48%
"Nov 29, 2018",89.250,90.596,90.685,89.063,-1.46%
"Nov 28, 2018",90.576,90.223,90.761,89.979,0.39%
"Nov 27, 2018",90.223,90.894,91.021,90.095,-0.71%
"Nov 26, 2018",90.870,90.816,91.177,90.067,0.39%
"Nov 23, 2018",90.517,91.035,91.077,90.428,-0.55%
"Nov 22, 2018",91.014,91.103,91.702,90.473,-0.08%
"Nov 21, 2018",91.086,91.345,91.484,91.007,-0.25%
"Nov 20, 2018",91.318,92.033,92.201,91.291,-0.75%
"Nov 19, 2018",92.005,92.340,92.545,91.670,-0.42%
"Nov 16, 2018",92.394,91.854,92.674,91.708,0.58%
"Nov 15, 2018",91.858,93.938,94.064,91.511,-2.23%
"Nov 14, 2018",93.953,94.207,94.668,93.168,-0.21%
"Nov 13, 2018",94.153,93.618,94.748,93.371,0.60%
"Nov 12, 2018",93.590,93.934,94.317,93.550,-0.47%
"Nov 09, 2018",94.029,94.539,95.037,93.916,-0.52%
"Nov 08, 2018",94.522,95.109,95.243,94.416,-0.58%
"Nov 07, 2018",95.070,95.561,95.922,95.084,-0.50%
"Nov 06, 2018",95.543,95.311,95.633,95.102,0.28%
"Nov 05, 2018",95.275,94.371,95.421,94.060,1.41%
"Nov 02, 2018",93.948,95.568,95.631,93.810,-1.68%
"Nov 01, 2018",95.558,94.417,95.759,94.373,1.22%
"Oct 31, 2018",94.405,93.621,94.906,93.559,0.87%
"Oct 30, 2018",93.590,93.901,94.321,93.465,-0.32%
"Oct 29, 2018",93.887,94.230,94.481,93.886,-0.39%
"Oct 26, 2018",94.250,93.858,94.341,93.757,0.45%
"Oct 25, 2018",93.831,94.346,94.702,93.713,-0.50%
"Oct 24, 2018",94.307,95.490,95.575,94.170,-1.22%
"Oct 23, 2018",95.470,95.374,95.972,95.319,0.14%
"Oct 22, 2018",95.335,95.883,95.975,95.297,-0.58%
"Oct 19, 2018",95.895,95.721,96.158,95.420,0.18%
"Oct 18, 2018",95.722,96.511,96.579,95.700,-0.83%
"Oct 17, 2018",96.526,96.856,96.936,96.412,-0.36%
"Oct 16, 2018",96.875,97.019,97.436,96.764,-0.16%
"Oct 15, 2018",97.026,96.728,97.416,96.279,0.19%
"Oct 12, 2018",96.838,98.001,98.076,96.736,-1.19%
"Oct 11, 2018",98.001,97.977,98.555,97.617,0.02%
"Oct 10, 2018",97.977,97.709,98.153,97.487,0.27%
"Oct 09, 2018",97.713,96.966,97.772,96.731,0.79%
"Oct 08, 2018",96.951,96.697,97.010,96.450,0.14%
"Oct 05, 2018",96.812,95.864,96.827,95.537,0.98%
"Oct 04, 2018",95.874,94.922,96.028,94.775,1.02%
"Oct 03, 2018",94.909,94.650,95.525,94.591,0.27%
"Oct 02, 2018",94.649,95.123,95.218,94.365,-0.49%
"Oct 01, 2018",95.116,94.481,95.606,94.460,0.67%
"Sep 28, 2018",94.484,94.939,95.067,94.260,-0.46%
"Sep 27, 2018",94.925,95.611,95.741,94.882,-0.69%
"Sep 26, 2018",95.589,95.874,95.966,95.313,-0.24%
"Sep 25, 2018",95.820,95.337,95.900,95.191,0.49%
"Sep 24, 2018",95.354,94.407,95.741,94.313,0.93%
"Sep 21, 2018",94.472,95.552,95.844,94.267,-1.12%
"Sep 20, 2018",95.542,95.103,95.773,95.038,0.45%
"Sep 19, 2018",95.110,95.599,96.082,94.813,-0.52%
"Sep 18, 2018",95.603,95.452,96.147,95.143,0.16%
"Sep 17, 2018",95.451,93.936,95.510,93.936,1.63%
"Sep 14, 2018",93.922,94.420,94.535,93.850,-0.53%
"Sep 13, 2018",94.419,94.150,94.534,93.886,0.28%
"Sep 12, 2018",94.154,94.671,94.906,93.671,-0.57%
"Sep 11, 2018",94.690,94.390,94.848,94.243,0.33%
"Sep 10, 2018",94.383,92.858,94.572,92.707,1.74%
"Sep 07, 2018",92.771,93.049,93.420,92.677,-0.30%
"Sep 06, 2018",93.049,92.603,93.272,92.521,0.47%
"Sep 05, 2018",92.611,92.019,93.171,91.761,0.63%
"Sep 04, 2018",92.034,91.629,92.156,91.415,0.40%
"Sep 03, 2018",91.668,92.101,92.101,91.275,-0.41%
"Aug 31, 2018",92.047,92.043,92.447,91.927,-0.01%
"Aug 30, 2018",92.053,91.892,92.311,91.858,0.19%
"Aug 29, 2018",91.882,90.258,91.939,90.112,1.78%
"Aug 28, 2018",90.272,90.474,90.701,90.178,-0.21%
"Aug 27, 2018",90.463,89.835,90.534,89.633,0.59%
"Aug 24, 2018",89.933,89.859,90.141,89.734,0.08%
"Aug 23, 2018",89.857,90.213,90.529,89.760,-0.39%
"Aug 22, 2018",90.209,90.154,90.430,89.896,0.09%
"Aug 21, 2018",90.130,89.359,90.311,89.235,0.87%
"Aug 20, 2018",89.352,89.304,89.493,88.645,-0.05%
"Aug 17, 2018",89.395,89.130,89.444,89.016,0.27%
"Aug 16, 2018",89.151,88.780,89.555,88.710,0.41%
"Aug 15, 2018",88.784,89.031,89.136,88.532,-0.27%
"Aug 14, 2018",89.024,89.429,89.655,88.877,-0.42%
"Aug 13, 2018",89.401,87.960,89.576,87.779,1.63%
"Aug 10, 2018",87.966,88.171,88.401,87.650,-0.24%
"Aug 09, 2018",88.177,88.441,88.626,88.150,-0.30%
"Aug 08, 2018",88.444,88.797,88.991,88.214,-0.41%
"Aug 07, 2018",88.804,89.090,89.226,88.701,-0.32%
"Aug 06, 2018",89.090,89.194,89.319,88.945,-0.08%
"Aug 03, 2018",89.160,89.347,89.575,89.078,-0.20%
"Aug 02, 2018",89.340,89.706,90.136,89.305,-0.42%
"Aug 01, 2018",89.716,89.868,90.059,89.599,-0.16%
"Jul 31, 2018",89.864,90.122,90.354,89.722,-0.26%
"Jul 30, 2018",90.102,89.828,90.241,89.814,0.17%
"Jul 27, 2018",89.951,90.010,90.121,89.835,-0.06%
"Jul 26, 2018",90.007,90.662,90.826,89.980,-0.71%
"Jul 25, 2018",90.648,90.624,90.737,90.269,0.02%
"Jul 24, 2018",90.632,90.195,90.742,90.153,0.47%
"Jul 23, 2018",90.204,89.414,90.527,89.414,-0.09%
"Jul 20, 2018",90.283,89.823,90.344,89.524,0.51%
"Jul 19, 2018",89.823,89.692,90.070,89.499,0.13%
"Jul 18, 2018",89.707,89.733,89.829,89.224,-0.04%
"Jul 17, 2018",89.746,90.726,90.829,89.445,-1.08%
"Jul 16, 2018",90.730,90.623,91.233,90.575,0.08%
"Jul 13, 2018",90.656,90.498,90.704,89.799,0.19%
"Jul 12, 2018",90.487,90.758,90.814,90.362,-0.30%
"Jul 11, 2018",90.761,91.296,91.441,90.719,-0.57%
"Jul 10, 2018",91.279,91.037,91.537,90.954,0.27%
"Jul 09, 2018",91.036,91.545,91.770,90.576,-0.41%
"Jul 06, 2018",91.411,91.105,91.463,90.939,0.33%
"Jul 05, 2018",91.108,90.897,91.545,90.801,0.24%
"Jul 04, 2018",90.887,90.455,91.025,90.358,0.50%
"Jul 03, 2018",90.438,90.312,90.630,90.119,0.13%
"Jul 02, 2018",90.319,90.244,90.535,90.054,-0.12%
"Jun 29, 2018",90.425,90.025,90.499,89.624,0.44%
"Jun 28, 2018",90.029,90.015,90.618,89.849,0.03%
"Jun 27, 2018",90.004,90.443,90.715,89.963,-0.47%
"Jun 26, 2018",90.430,90.487,90.681,90.028,-0.01%
"Jun 25, 2018",90.436,90.098,90.532,89.908,0.42%
"Jun 22, 2018",90.061,90.044,90.299,89.865,0.02%
"Jun 21, 2018",90.041,89.669,90.170,89.213,0.43%
"Jun 20, 2018",89.656,89.998,90.094,89.511,-0.42%
"Jun 19, 2018",90.032,90.106,90.374,89.862,-0.09%
"Jun 18, 2018",90.112,90.268,90.476,89.944,-0.34%
"Jun 15, 2018",90.421,89.768,90.517,89.659,0.72%
"Jun 14, 2018",89.773,90.478,90.959,89.734,-0.78%
"Jun 13, 2018",90.482,90.241,90.549,90.042,0.27%
"Jun 12, 2018",90.234,90.288,90.598,90.035,-0.01%
"Jun 11, 2018",90.241,90.510,90.659,89.972,-0.36%
"Jun 08, 2018",90.567,90.487,90.944,90.150,0.08%
"Jun 07, 2018",90.495,89.656,90.623,89.629,0.94%
"Jun 06, 2018",89.653,89.894,90.148,89.620,-0.26%
"Jun 05, 2018",89.891,89.294,90.025,89.228,0.68%
"Jun 04, 2018",89.287,89.361,89.903,89.146,-0.15%
"Jun 01, 2018",89.425,89.668,89.688,89.042,-0.29%
"May 31, 2018",89.685,89.624,90.142,89.510,0.05%
"May 30, 2018",89.638,89.891,90.000,89.405,-0.30%
"May 29, 2018",89.912,89.726,90.327,89.632,0.20%
"May 28, 2018",89.733,90.138,90.266,89.618,-0.45%
"May 25, 2018",90.142,91.439,91.528,90.040,-1.43%
"May 24, 2018",91.446,91.260,91.749,91.173,0.22%
"May 23, 2018",91.247,91.392,91.590,91.046,-0.15%
"May 22, 2018",91.388,91.489,91.806,91.154,-0.10%
"May 21, 2018",91.482,91.600,91.688,91.140,-0.14%
"May 18, 2018",91.606,91.602,91.947,91.513,0.02%
"May 17, 2018",91.591,91.421,91.977,91.256,0.19%
"May 16, 2018",91.415,91.942,92.010,91.228,-0.59%
"May 15, 2018",91.953,91.594,92.201,91.409,0.40%
"May 14, 2018",91.588,91.365,91.953,91.195,0.39%
"May 11, 2018",91.229,90.906,91.566,90.784,0.35%
"May 10, 2018",90.915,91.225,91.608,90.505,-0.35%
"May 09, 2018",91.236,90.938,91.537,90.877,0.32%
"May 08, 2018",90.941,91.022,91.184,90.515,-0.09%
"May 07, 2018",91.022,90.448,91.156,90.374,0.66%
"May 04, 2018",90.424,90.514,90.839,90.157,-0.10%
"May 03, 2018",90.511,90.552,90.783,90.285,-0.06%
"May 02, 2018",90.569,90.945,91.156,90.409,-0.41%
"May 01, 2018",90.942,91.463,91.555,90.394,-0.64%
"Apr 30, 2018",91.525,91.853,91.900,91.023,-0.30%
"Apr 27, 2018",91.802,92.986,93.119,91.651,-1.29%
"Apr 26, 2018",93.002,93.236,93.468,92.847,-0.24%
"Apr 25, 2018",93.227,92.835,93.438,92.788,0.44%
"Apr 24, 2018",92.822,92.743,92.909,92.427,0.08%
"Apr 23, 2018",92.749,92.826,93.013,92.555,0.03%
"Apr 20, 2018",92.724,92.788,93.052,92.639,-0.10%
"Apr 19, 2018",92.821,93.332,93.742,92.669,-0.56%
"Apr 18, 2018",93.342,93.843,94.092,93.067,-0.53%
"Apr 17, 2018",93.844,93.858,94.368,93.779,-0.03%
"Apr 16, 2018",93.871,93.022,93.930,92.846,1.01%
"Apr 13, 2018",92.930,92.874,93.285,92.746,0.04%
"Apr 12, 2018",92.891,92.522,93.028,92.454,0.41%
"Apr 11, 2018",92.516,92.063,92.803,92.017,0.49%
"Apr 10, 2018",92.067,91.802,92.234,91.671,0.30%
"Apr 09, 2018",91.788,91.531,92.015,91.406,0.31%
"Apr 06, 2018",91.502,90.868,91.617,90.844,0.70%
"Apr 05, 2018",90.868,91.581,91.718,90.686,-0.79%
"Apr 04, 2018",91.593,91.373,91.736,91.263,0.23%
"Apr 03, 2018",91.380,91.478,91.608,91.186,-0.11%
"Apr 02, 2018",91.478,91.379,91.686,91.296,0.22%
"Mar 30, 2018",91.275,91.268,91.568,91.223,0.00%
"Mar 29, 2018",91.275,91.722,91.858,91.243,-0.49%
"Mar 28, 2018",91.729,91.940,92.429,91.677,-0.23%
"Mar 27, 2018",91.942,92.252,92.317,91.407,-0.32%
"Mar 26, 2018",92.237,91.898,92.368,91.841,0.42%
"Mar 23, 2018",91.854,91.776,92.107,91.556,0.09%
"Mar 22, 2018",91.772,92.164,92.566,91.642,-0.43%
"Mar 21, 2018",92.171,91.274,92.252,91.268,0.98%
"Mar 20, 2018",91.281,91.465,91.698,91.156,-0.20%
"Mar 19, 2018",91.465,90.537,91.847,90.460,0.96%
"Mar 16, 2018",90.596,90.570,90.801,90.182,0.02%
"Mar 15, 2018",90.580,90.527,90.891,90.313,0.06%
"Mar 14, 2018",90.523,90.551,90.996,90.310,-0.03%
"Mar 13, 2018",90.547,90.371,90.775,90.078,0.20%
"Mar 12, 2018",90.365,90.215,90.464,90.012,0.19%
"Mar 09, 2018",90.192,89.917,90.500,89.767,0.30%
"Mar 08, 2018",89.923,90.183,90.524,89.797,-0.30%
"Mar 07, 2018",90.190,90.141,90.392,89.892,0.06%
"Mar 06, 2018",90.137,90.063,90.457,89.793,0.09%
"Mar 05, 2018",90.053,89.873,90.305,89.532,0.02%
"Mar 02, 2018",90.037,89.868,90.141,89.736,0.20%
"Mar 01, 2018",89.861,89.742,89.926,89.395,0.14%
"Feb 28, 2018",89.733,90.306,90.834,89.707,-0.62%
"Feb 27, 2018",90.297,90.464,90.852,89.904,-0.19%
"Feb 26, 2018",90.471,90.426,91.115,90.240,0.10%
"Feb 23, 2018",90.384,90.689,90.761,89.996,-0.36%
"Feb 22, 2018",90.715,90.205,90.904,90.063,0.58%
"Feb 21, 2018",90.195,90.778,90.856,90.049,-0.64%
"Feb 20, 2018",90.775,89.979,90.942,89.754,0.88%
"Feb 19, 2018",89.982,90.169,90.278,89.680,-0.21%
"Feb 16, 2018",90.174,90.089,90.536,89.885,0.09%
"Feb 15, 2018",90.089,89.763,90.137,89.518,0.40%
"Feb 14, 2018",89.727,89.290,89.856,88.466,0.50%
"Feb 13, 2018",89.277,88.938,89.503,88.905,0.37%
"Feb 12, 2018",88.951,88.977,89.254,88.734,-0.14%
"Feb 09, 2018",89.079,89.457,89.979,88.615,-0.43%
"Feb 08, 2018",89.464,89.237,90.398,88.984,0.26%
"Feb 07, 2018",89.230,89.598,89.733,89.014,-0.40%
"Feb 06, 2018",89.591,89.537,89.938,88.934,0.07%
"Feb 05, 2018",89.529,90.618,90.742,89.504,-1.15%
"Feb 02, 2018",90.567,91.264,91.590,90.419,-0.77%
"Feb 01, 2018",91.267,90.183,91.350,90.106,1.19%
"Jan 31, 2018",90.190,90.109,90.510,89.891,0.10%
"Jan 30, 2018",90.099,89.508,90.227,89.148,0.65%
"Jan 29, 2018",89.514,90.051,90.051,89.184,-0.66%
"Jan 26, 2018",90.110,89.859,90.747,89.624,0.32%
"Jan 25, 2018",89.823,90.670,91.190,89.448,-0.94%
"Jan 24, 2018",90.671,89.258,90.798,89.245,1.57%
"Jan 23, 2018",89.270,89.362,89.478,88.757,-0.11%
"Jan 22, 2018",89.370,88.538,89.388,88.444,1.08%
"Jan 19, 2018",88.414,88.757,88.874,88.365,-0.36%
"Jan 18, 2018",88.734,88.367,88.886,88.165,0.45%
"Jan 17, 2018",88.334,88.282,89.081,87.912,0.04%
"Jan 16, 2018",88.299,87.597,88.350,87.546,0.80%
"Jan 15, 2018",87.600,87.336,87.778,87.040,0.30%
"Jan 12, 2018",87.334,86.221,87.436,86.020,1.29%
"Jan 11, 2018",86.224,85.939,86.338,85.674,0.32%
"Jan 10, 2018",85.945,86.222,86.332,85.867,-0.31%
"Jan 09, 2018",86.209,86.135,86.279,85.928,0.10%
"Jan 08, 2018",86.123,85.959,86.257,85.730,0.19%
"Jan 05, 2018",85.956,85.924,86.090,85.728,0.03%
"Jan 04, 2018",85.926,85.827,85.989,85.650,0.11%
"Jan 03, 2018",85.830,86.226,86.442,85.709,-0.46%
"Jan 02, 2018",86.230,86.019,86.338,85.951,0.28%
"Jan 01, 2018",85.990,86.269,86.269,85.865,-0.33%
"Dec 29, 2017",86.276,86.153,86.475,86.010,0.15%
"Dec 28, 2017",86.146,85.905,86.328,85.866,0.29%
"Dec 27, 2017",85.901,85.668,86.174,85.623,0.28%
"Dec 26, 2017",85.660,85.602,85.769,85.541,0.08%
"Dec 25, 2017",85.588,85.511,85.760,85.499,0.05%
"Dec 22, 2017",85.546,85.701,85.841,85.457,-0.17%
"Dec 21, 2017",85.694,85.764,85.817,85.355,-0.07%
"Dec 20, 2017",85.757,85.741,86.059,85.689,0.01%
"Dec 19, 2017",85.748,85.929,85.978,85.355,-0.21%
"Dec 18, 2017",85.932,85.457,86.324,85.284,0.66%
"Dec 15, 2017",85.365,86.418,86.534,85.216,-1.22%
"Dec 14, 2017",86.418,86.496,86.695,86.208,-0.10%
"Dec 13, 2017",86.505,85.775,86.519,85.743,0.85%
"Dec 12, 2017",85.775,85.850,86.254,85.681,-0.08%
"Dec 11, 2017",85.844,86.344,86.469,85.791,-0.58%
"Dec 08, 2017",86.349,87.017,87.197,86.056,-0.75%
"Dec 07, 2017",87.002,86.419,87.086,86.014,0.68%
"Dec 06, 2017",86.418,86.513,86.597,86.172,-0.12%
"Dec 05, 2017",86.519,86.778,86.804,86.116,-0.30%
"Dec 04, 2017",86.781,86.970,87.195,86.359,-0.16%
"Dec 01, 2017",86.924,87.225,87.394,86.737,-0.35%
"Nov 30, 2017",87.233,86.291,87.353,86.278,1.08%
"Nov 29, 2017",86.300,85.904,86.539,85.904,0.44%
"Nov 28, 2017",85.919,85.843,86.236,85.159,0.06%
"Nov 27, 2017",85.871,86.257,86.350,85.846,-0.46%
"Nov 24, 2017",86.266,85.933,86.428,85.823,0.39%
"Nov 23, 2017",85.933,86.462,86.521,85.856,-0.61%
"Nov 22, 2017",86.463,85.897,86.495,85.763,0.66%
"Nov 21, 2017",85.897,86.169,86.288,85.749,-0.31%
"Nov 20, 2017",86.163,85.933,86.410,85.719,0.30%
"Nov 17, 2017",85.907,86.159,86.487,85.514,-0.29%
"Nov 16, 2017",86.156,85.966,86.287,85.737,0.22%
"Nov 15, 2017",85.971,86.123,86.219,85.656,-0.16%
"Nov 14, 2017",86.112,85.832,86.276,85.570,0.33%
"Nov 13, 2017",85.831,85.913,86.011,85.418,-0.18%
"Nov 10, 2017",85.989,85.419,86.257,85.296,0.67%
"Nov 09, 2017",85.413,85.146,85.542,84.957,0.31%
"Nov 08, 2017",85.146,85.648,85.828,84.957,-0.61%
"Nov 07, 2017",85.665,85.118,85.710,85.073,0.64%
"Nov 06, 2017",85.124,84.471,85.156,84.296,0.84%
"Nov 03, 2017",84.419,84.335,84.780,84.238,0.11%
"Nov 02, 2017",84.329,85.516,85.874,84.225,-1.39%
"Nov 01, 2017",85.522,85.995,86.079,85.484,-0.56%
"Oct 31, 2017",86.007,85.647,86.059,85.438,0.39%
"Oct 30, 2017",85.671,85.335,85.722,85.245,0.33%
"Oct 27, 2017",85.391,85.330,85.470,85.011,0.07%
"Oct 26, 2017",85.329,86.124,86.234,85.246,-0.92%
"Oct 25, 2017",86.117,85.469,86.168,85.379,0.72%
"Oct 24, 2017",85.502,85.830,86.012,85.372,-0.36%
"Oct 23, 2017",85.814,85.758,85.986,85.510,0.04%
"Oct 20, 2017",85.781,85.533,85.866,85.065,0.30%
"Oct 19, 2017",85.527,85.899,86.055,85.443,-0.44%
"Oct 18, 2017",85.905,85.788,85.957,85.567,0.15%
"Oct 17, 2017",85.778,85.731,86.302,85.544,0.06%
"Oct 16, 2017",85.728,86.109,86.212,85.566,-0.27%
"Oct 13, 2017",85.963,86.278,86.587,85.930,-0.37%
"Oct 12, 2017",86.282,86.168,86.478,85.373,0.14%
"Oct 11, 2017",86.161,86.169,86.300,85.854,0.01%
"Oct 10, 2017",86.156,85.883,86.307,85.801,0.31%
"Oct 09, 2017",85.889,85.465,86.174,85.379,0.52%
"Oct 06, 2017",85.448,85.474,85.691,85.194,-0.02%
"Oct 05, 2017",85.463,86.126,86.305,85.385,-0.79%
"Oct 04, 2017",86.145,86.675,86.931,86.126,-0.64%
"Oct 03, 2017",86.698,86.709,87.114,86.401,-0.02%
"Oct 02, 2017",86.715,87.447,87.545,86.572,-0.89%
"Sep 29, 2017",87.496,87.991,88.024,87.182,-0.58%
"Sep 28, 2017",88.008,87.976,88.211,87.568,0.05%
"Sep 27, 2017",87.966,88.096,88.249,87.798,-0.15%
"Sep 26, 2017",88.099,87.710,88.371,87.658,0.45%
"Sep 25, 2017",87.707,87.428,88.090,87.221,0.32%
"Sep 22, 2017",87.428,88.018,88.468,87.150,-0.67%
"Sep 21, 2017",88.019,86.757,88.064,86.623,1.45%
"Sep 20, 2017",86.757,86.870,87.812,86.487,-0.12%
"Sep 19, 2017",86.862,86.582,87.109,86.430,0.33%
"Sep 18, 2017",86.575,87.035,87.222,86.388,-0.65%
"Sep 15, 2017",87.144,85.915,87.254,85.805,1.44%
"Sep 14, 2017",85.905,84.554,85.969,84.345,1.59%
"Sep 13, 2017",84.564,85.065,85.289,84.397,-0.58%
"Sep 12, 2017",85.058,84.157,85.162,84.138,1.07%
"Sep 11, 2017",84.161,84.218,84.531,84.021,-0.03%
"Sep 08, 2017",84.186,83.864,84.359,83.787,0.38%
"Sep 07, 2017",83.866,83.553,83.968,83.398,0.37%
"Sep 06, 2017",83.553,83.541,83.829,83.496,0.01%
"Sep 05, 2017",83.548,82.784,83.618,82.733,0.89%
"Sep 04, 2017",82.814,82.966,83.126,82.639,-0.12%
"Sep 01, 2017",82.915,82.671,83.210,82.534,0.30%
"Aug 31, 2017",82.671,82.697,82.823,82.159,-0.04%
"Aug 30, 2017",82.707,82.695,82.797,82.394,0.00%
"Aug 29, 2017",82.707,82.635,83.097,82.558,0.08%
"Aug 28, 2017",82.645,82.576,82.870,82.249,0.18%
"Aug 25, 2017",82.493,81.968,82.499,81.930,0.63%
"Aug 24, 2017",81.978,81.951,82.201,81.817,0.00%
"Aug 23, 2017",81.978,82.166,82.305,81.844,-0.23%
"Aug 22, 2017",82.166,82.701,82.766,82.096,-0.66%
"Aug 21, 2017",82.709,82.510,82.837,82.311,0.22%
"Aug 18, 2017",82.528,82.581,82.850,82.272,-0.06%
"Aug 17, 2017",82.577,82.738,82.873,82.494,-0.18%
"Aug 16, 2017",82.728,82.523,82.844,82.401,0.25%
"Aug 15, 2017",82.522,83.093,83.157,82.368,-0.69%
"Aug 14, 2017",83.093,83.344,83.537,83.041,-0.44%
"Aug 11, 2017",83.459,83.170,83.581,82.972,0.36%
"Aug 10, 2017",83.163,83.018,83.400,82.831,0.14%
"Aug 09, 2017",83.050,82.730,83.095,82.583,0.37%
"Aug 08, 2017",82.743,83.197,83.323,82.495,-0.57%
"Aug 07, 2017",83.216,82.924,83.373,82.924,0.25%
"Aug 04, 2017",83.010,83.726,83.894,82.942,-0.83%
"Aug 03, 2017",83.702,84.183,84.431,83.510,-0.52%
"Aug 02, 2017",84.141,84.634,84.737,84.129,-0.57%
"Aug 01, 2017",84.627,84.817,84.903,84.561,-0.25%
"Jul 31, 2017",84.840,84.216,84.898,84.044,0.73%
"Jul 28, 2017",84.222,83.748,84.331,83.722,0.53%
"Jul 27, 2017",83.779,84.418,84.597,83.703,-0.78%
"Jul 26, 2017",84.439,83.909,84.481,83.794,0.69%
"Jul 25, 2017",83.862,83.894,84.240,83.739,-0.05%
"Jul 24, 2017",83.900,83.611,84.087,83.611,0.27%
"Jul 21, 2017",83.671,83.517,83.787,83.395,0.19%
"Jul 20, 2017",83.514,83.667,83.943,83.321,-0.18%
"Jul 19, 2017",83.666,83.809,83.987,83.647,-0.24%
"Jul 18, 2017",83.868,84.061,84.519,83.694,-0.16%
"Jul 17, 2017",84.002,84.319,84.435,83.938,-0.43%
"Jul 14, 2017",84.369,83.435,84.485,83.416,1.15%
"Jul 13, 2017",83.408,83.059,83.517,83.014,0.40%
"Jul 12, 2017",83.076,82.966,83.309,82.683,0.14%
"Jul 11, 2017",82.957,83.061,83.505,82.834,-0.11%
"Jul 10, 2017",83.050,83.257,83.373,82.876,-0.32%
"Jul 07, 2017",83.314,83.968,84.041,83.121,-0.76%
"Jul 06, 2017",83.954,83.826,84.091,83.677,0.16%
"Jul 05, 2017",83.816,83.672,83.880,83.537,0.13%
"Jul 04, 2017",83.709,83.922,84.046,83.638,-0.22%
"Jul 03, 2017",83.890,84.077,84.317,83.845,-0.34%
"Jun 30, 2017",84.180,84.103,84.382,83.650,0.09%
"Jun 29, 2017",84.106,83.356,84.139,83.332,0.84%
"Jun 28, 2017",83.405,82.663,83.779,82.585,0.94%
"Jun 27, 2017",82.631,81.980,82.915,81.935,0.81%
"Jun 26, 2017",81.968,82.083,82.251,81.858,-0.08%
"Jun 23, 2017",82.037,81.939,82.255,81.886,0.13%
"Jun 22, 2017",81.933,81.778,81.996,81.647,0.20%
"Jun 21, 2017",81.766,81.507,82.011,81.347,0.31%
"Jun 20, 2017",81.517,82.099,82.263,81.337,-0.77%
"Jun 19, 2017",82.150,82.397,82.528,82.016,-0.26%
"Jun 16, 2017",82.361,82.334,82.713,82.219,0.01%
"Jun 15, 2017",82.353,81.925,82.578,81.719,0.54%
"Jun 14, 2017",81.912,82.034,82.337,81.751,-0.19%
"Jun 13, 2017",82.069,81.641,82.094,81.495,0.56%
"Jun 12, 2017",81.609,81.793,82.171,81.499,-0.33%
"Jun 09, 2017",81.880,83.249,83.287,81.255,-1.61%
"Jun 08, 2017",83.223,83.488,83.549,82.954,-0.34%
"Jun 07, 2017",83.504,83.209,83.550,82.945,0.38%
"Jun 06, 2017",83.186,83.049,83.379,82.960,0.18%
"Jun 05, 2017",83.034,82.757,83.304,82.738,0.03%
"Jun 02, 2017",83.008,83.047,83.163,82.802,-0.06%
"Jun 01, 2017",83.058,83.187,83.219,82.755,-0.11%
"May 31, 2017",83.153,83.102,83.353,82.385,0.05%
"May 30, 2017",83.111,82.866,83.356,82.576,0.28%
"May 29, 2017",82.876,82.618,82.953,82.515,0.34%
"May 26, 2017",82.595,83.550,83.589,82.402,-1.12%
"May 25, 2017",83.534,83.981,84.097,83.463,-0.59%
"May 24, 2017",84.032,84.105,84.305,83.722,-0.10%
"May 23, 2017",84.120,83.860,84.570,83.692,0.31%
"May 22, 2017",83.863,84.012,84.186,83.722,-0.36%
"May 19, 2017",84.164,83.932,84.373,83.777,0.30%
"May 18, 2017",83.915,83.151,84.629,83.094,0.89%
"May 17, 2017",83.177,82.740,83.324,82.650,0.54%
"May 16, 2017",82.730,82.609,83.025,82.474,0.15%
"May 15, 2017",82.603,82.820,82.981,82.487,-0.26%
"May 12, 2017",82.816,82.954,83.070,82.584,-0.22%
"May 11, 2017",82.999,83.592,83.624,82.726,-0.72%
"May 10, 2017",83.599,83.683,84.011,83.463,-0.08%
"May 09, 2017",83.663,83.275,83.755,83.237,0.46%
"May 08, 2017",83.282,83.494,83.565,83.152,-0.25%
"May 05, 2017",83.487,82.986,83.526,82.838,0.60%
"May 04, 2017",82.985,82.548,83.068,82.413,0.51%
"May 03, 2017",82.561,83.023,83.100,82.535,-0.55%
