Date,Price,Open,High,Low,Change %
"Jun 16, 2021",102.483,103.324,103.616,102.449,-0.79%
"Jun 15, 2021",103.299,103.290,103.482,102.896,0.05%
"Jun 14, 2021",103.250,103.414,103.437,103.068,-0.06%
"Jun 11, 2021",103.312,103.605,103.624,103.231,-0.24%
"Jun 10, 2021",103.562,103.058,103.624,102.818,0.51%
"Jun 09, 2021",103.033,103.294,103.544,102.970,-0.22%
"Jun 08, 2021",103.261,103.269,103.344,102.905,0.06%
"Jun 07, 2021",103.196,103.264,103.330,102.747,0.07%
"Jun 04, 2021",103.126,103.034,103.540,102.789,0.11%
"Jun 03, 2021",103.016,103.392,103.676,102.851,-0.33%
"Jun 02, 2021",103.356,103.126,103.744,103.057,0.28%
"Jun 01, 2021",103.068,103.071,103.699,103.006,0.04%
"May 31, 2021",103.031,102.677,103.110,102.623,0.30%
"May 28, 2021",102.721,103.299,103.336,102.483,-0.52%
"May 27, 2021",103.263,102.699,103.313,102.373,0.58%
"May 26, 2021",102.666,103.026,103.104,102.626,-0.33%
"May 25, 2021",103.005,103.113,103.446,102.739,-0.08%
"May 24, 2021",103.091,103.233,103.294,102.888,0.07%
"May 21, 2021",103.014,103.612,103.705,102.975,-0.56%
"May 20, 2021",103.594,103.313,103.676,103.126,0.26%
"May 19, 2021",103.321,103.658,103.849,103.145,-0.30%
"May 18, 2021",103.629,103.630,103.975,103.486,-0.02%
"May 17, 2021",103.645,103.280,103.751,103.067,0.32%
"May 14, 2021",103.310,103.254,103.390,102.929,0.08%
"May 13, 2021",103.225,103.354,103.698,102.986,-0.10%
"May 12, 2021",103.324,103.759,103.935,103.318,-0.41%
"May 11, 2021",103.753,103.707,104.009,103.488,0.04%
"May 10, 2021",103.711,102.410,103.937,102.395,1.33%
"May 07, 2021",102.348,102.215,102.726,102.031,0.14%
"May 06, 2021",102.201,102.618,102.925,102.169,-0.39%
"May 05, 2021",102.604,102.445,102.917,102.423,0.18%
"May 04, 2021",102.416,102.691,102.737,102.193,-0.24%
"May 03, 2021",102.662,102.451,102.950,102.311,0.36%
"Apr 30, 2021",102.293,103.310,103.500,102.160,-0.96%
"Apr 29, 2021",103.281,103.832,104.122,103.148,-0.48%
"Apr 28, 2021",103.778,103.799,103.929,103.091,0.02%
"Apr 27, 2021",103.756,103.893,103.979,103.441,-0.10%
"Apr 26, 2021",103.860,103.951,104.213,103.717,-0.08%
"Apr 23, 2021",103.944,103.951,104.308,103.730,0.02%
"Apr 22, 2021",103.922,105.093,105.229,103.835,-1.06%
"Apr 21, 2021",105.039,105.082,105.372,104.825,-0.01%
"Apr 20, 2021",105.050,104.703,105.294,104.321,0.37%
"Apr 19, 2021",104.663,103.066,104.822,102.933,1.54%
"Apr 16, 2021",103.075,103.008,103.193,102.088,0.06%
"Apr 15, 2021",103.009,103.433,103.749,102.959,-0.40%
"Apr 14, 2021",103.419,103.496,103.789,103.279,-0.04%
"Apr 13, 2021",103.460,103.036,103.849,102.954,0.42%
"Apr 12, 2021",103.023,102.461,103.399,102.241,0.59%
"Apr 09, 2021",102.421,102.423,102.783,102.296,0.01%
"Apr 08, 2021",102.410,102.152,102.850,102.096,0.29%
"Apr 07, 2021",102.115,101.601,103.084,101.509,0.53%
"Apr 06, 2021",101.580,101.928,102.092,101.417,-0.27%
"Apr 05, 2021",101.857,101.469,102.020,101.357,0.37%
"Apr 02, 2021",101.478,101.439,101.576,101.328,0.07%
"Apr 01, 2021",101.406,100.810,101.473,100.747,0.63%
"Mar 31, 2021",100.775,100.913,101.113,100.593,-0.12%
"Mar 30, 2021",100.899,100.129,101.285,100.088,0.80%
"Mar 29, 2021",100.094,100.158,100.652,99.825,0.00%
"Mar 26, 2021",100.093,99.776,100.331,99.525,0.32%
"Mar 25, 2021",99.777,99.365,99.902,99.304,0.46%
"Mar 24, 2021",99.325,99.777,99.851,99.299,-0.43%
"Mar 23, 2021",99.756,100.340,100.380,99.665,-0.57%
"Mar 22, 2021",100.327,100.408,100.463,99.996,-0.09%
"Mar 19, 2021",100.420,101.228,101.318,100.268,-0.76%
"Mar 18, 2021",101.184,101.366,101.479,100.890,-0.13%
"Mar 17, 2021",101.311,100.727,101.391,100.513,0.59%
"Mar 16, 2021",100.716,100.816,100.878,100.215,-0.05%
"Mar 15, 2021",100.766,101.185,101.406,100.578,-0.41%
"Mar 12, 2021",101.185,101.704,101.820,100.795,-0.50%
"Mar 11, 2021",101.693,101.327,101.747,101.209,0.40%
"Mar 10, 2021",101.292,101.104,101.514,100.923,0.20%
"Mar 09, 2021",101.094,101.431,101.549,101.038,-0.30%
"Mar 08, 2021",101.399,101.273,101.618,100.857,0.11%
"Mar 05, 2021",101.288,101.078,101.682,100.717,0.23%
"Mar 04, 2021",101.055,101.785,101.962,100.958,-0.69%
"Mar 03, 2021",101.759,102.219,102.341,101.465,-0.44%
"Mar 02, 2021",102.206,102.209,102.450,101.706,0.05%
"Mar 01, 2021",102.160,103.061,103.512,102.059,-0.80%
"Feb 26, 2021",102.985,101.952,103.454,101.476,1.04%
"Feb 25, 2021",101.925,102.326,102.960,101.840,-0.40%
"Feb 24, 2021",102.338,102.131,103.050,101.925,0.21%
"Feb 23, 2021",102.128,101.894,102.269,101.720,0.26%
"Feb 22, 2021",101.865,101.706,102.099,101.243,0.19%
"Feb 19, 2021",101.672,101.441,101.794,101.242,0.27%
"Feb 18, 2021",101.402,100.913,101.582,100.669,0.56%
"Feb 17, 2021",100.841,101.333,101.377,100.726,-0.43%
"Feb 16, 2021",101.275,100.968,101.498,100.954,0.31%
"Feb 15, 2021",100.961,100.515,101.092,100.515,0.50%
"Feb 12, 2021",100.458,100.464,100.628,100.041,0.03%
"Feb 11, 2021",100.428,100.690,100.883,100.343,-0.22%
"Feb 10, 2021",100.654,100.658,100.976,100.547,0.01%
"Feb 09, 2021",100.641,100.216,100.714,100.180,0.45%
"Feb 08, 2021",100.191,99.967,100.242,99.803,0.20%
"Feb 05, 2021",99.990,99.748,100.141,99.657,0.27%
"Feb 04, 2021",99.723,99.367,99.861,98.934,0.38%
"Feb 03, 2021",99.342,99.634,99.862,99.258,-0.28%
"Feb 02, 2021",99.617,99.911,100.163,99.329,-0.26%
"Feb 01, 2021",99.876,99.977,100.529,99.831,0.04%
"Jan 29, 2021",99.834,100.083,100.213,99.595,-0.22%
"Jan 28, 2021",100.054,100.019,100.276,99.594,0.08%
"Jan 27, 2021",99.975,100.152,100.315,99.788,-0.18%
"Jan 26, 2021",100.156,99.779,100.212,99.495,0.39%
"Jan 25, 2021",99.766,99.843,100.118,99.609,-0.10%
"Jan 22, 2021",99.866,100.210,100.246,99.581,-0.32%
"Jan 21, 2021",100.189,99.562,100.321,99.533,0.65%
"Jan 20, 2021",99.544,99.757,100.165,99.350,-0.20%
"Jan 19, 2021",99.743,99.437,99.804,99.330,0.33%
"Jan 18, 2021",99.416,99.413,99.486,99.080,0.08%
"Jan 15, 2021",99.341,100.032,100.112,99.277,-0.67%
"Jan 14, 2021",100.011,99.804,100.201,99.567,0.24%
"Jan 13, 2021",99.768,100.062,100.285,99.475,-0.29%
"Jan 12, 2021",100.062,99.303,100.109,99.187,0.79%
"Jan 11, 2021",99.282,99.501,99.507,98.879,-0.18%
"Jan 08, 2021",99.457,99.612,99.894,99.293,-0.12%
"Jan 07, 2021",99.580,99.524,99.865,99.265,0.09%
"Jan 06, 2021",99.492,99.651,99.909,99.080,-0.11%
"Jan 05, 2021",99.604,99.184,99.813,99.107,0.46%
"Jan 04, 2021",99.149,99.925,100.137,98.978,-0.81%
"Jan 01, 2021",99.962,99.884,100.057,99.862,0.10%
"Dec 31, 2020",99.862,99.651,99.976,99.494,0.25%
"Dec 30, 2020",99.613,99.108,99.766,99.045,0.54%
"Dec 29, 2020",99.077,98.922,99.275,98.803,0.17%
"Dec 28, 2020",98.912,99.707,99.928,98.723,-0.74%
"Dec 25, 2020",99.654,99.678,99.973,99.664,0.02%
"Dec 24, 2020",99.639,99.570,100.156,99.463,0.11%
"Dec 23, 2020",99.530,98.687,100.117,98.610,0.88%
"Dec 22, 2020",98.665,99.678,99.719,98.276,-1.00%
"Dec 21, 2020",99.661,99.422,99.923,97.412,0.20%
"Dec 18, 2020",99.467,99.895,99.946,99.023,-0.39%
"Dec 17, 2020",99.855,99.480,100.229,99.369,0.40%
"Dec 16, 2020",99.459,99.006,99.826,98.744,0.45%
"Dec 15, 2020",99.014,98.111,99.087,97.815,0.94%
"Dec 14, 2020",98.090,97.932,98.896,97.880,0.60%
"Dec 11, 2020",97.501,98.048,98.179,96.900,-0.53%
"Dec 10, 2020",98.023,98.820,98.901,97.632,-0.74%
"Dec 09, 2020",98.755,98.460,99.311,98.308,0.32%
"Dec 08, 2020",98.438,98.793,98.797,97.833,-0.32%
"Dec 07, 2020",98.750,99.194,99.260,97.774,-0.36%
"Dec 04, 2020",99.108,99.322,99.854,98.909,-0.19%
"Dec 03, 2020",99.297,98.564,99.718,98.505,0.74%
"Dec 02, 2020",98.565,98.659,99.104,98.040,-0.01%
"Dec 01, 2020",98.576,98.601,98.886,98.069,0.01%
"Nov 30, 2020",98.562,98.423,99.071,98.382,0.13%
"Nov 27, 2020",98.434,98.619,98.970,98.252,-0.17%
"Nov 26, 2020",98.603,98.700,98.934,98.316,-0.12%
"Nov 25, 2020",98.717,98.985,99.034,98.312,-0.26%
"Nov 24, 2020",98.976,98.951,99.041,98.494,0.05%
"Nov 23, 2020",98.923,98.383,99.260,98.383,0.50%
"Nov 20, 2020",98.433,98.281,98.566,98.144,0.17%
"Nov 19, 2020",98.264,98.394,98.455,97.940,-0.07%
"Nov 18, 2020",98.337,98.641,98.839,98.316,-0.27%
"Nov 17, 2020",98.606,98.144,98.882,98.046,0.51%
"Nov 16, 2020",98.101,98.354,98.688,97.978,-0.22%
"Nov 13, 2020",98.317,97.971,98.470,97.849,0.39%
"Nov 12, 2020",97.935,98.453,98.576,97.835,-0.49%
"Nov 11, 2020",98.416,98.583,98.928,98.235,-0.14%
"Nov 10, 2020",98.555,97.456,98.700,97.397,1.15%
"Nov 09, 2020",97.438,97.375,97.723,97.048,0.12%
"Nov 06, 2020",97.320,97.174,97.600,96.927,0.18%
"Nov 05, 2020",97.147,96.601,97.252,96.147,0.60%
"Nov 04, 2020",96.563,97.461,98.061,96.425,-0.89%
"Nov 03, 2020",97.426,96.256,97.534,95.916,1.26%
"Nov 02, 2020",96.217,96.535,96.594,95.714,-0.27%
"Oct 30, 2020",96.480,96.166,96.879,95.894,0.36%
"Oct 29, 2020",96.131,96.317,96.893,95.851,-0.21%
"Oct 28, 2020",96.330,96.049,96.584,95.674,0.32%
"Oct 27, 2020",96.025,96.301,96.490,95.845,-0.30%
"Oct 26, 2020",96.318,96.245,96.742,95.911,0.05%
"Oct 23, 2020",96.273,96.386,96.663,95.979,-0.09%
"Oct 22, 2020",96.355,96.787,96.909,96.282,-0.41%
"Oct 21, 2020",96.756,95.132,97.063,95.022,1.79%
"Oct 20, 2020",95.053,95.016,95.371,94.752,0.09%
"Oct 19, 2020",94.966,94.912,95.519,94.662,0.15%
"Oct 16, 2020",94.820,94.845,95.062,94.315,0.01%
"Oct 15, 2020",94.815,95.305,95.510,94.669,-0.50%
"Oct 14, 2020",95.293,94.956,95.712,94.363,0.38%
"Oct 13, 2020",94.936,95.869,95.935,94.857,-0.93%
"Oct 12, 2020",95.827,95.273,95.990,95.062,0.61%
"Oct 09, 2020",95.249,94.813,95.299,94.431,0.49%
"Oct 08, 2020",94.786,94.742,95.022,94.393,0.06%
"Oct 07, 2020",94.728,94.584,94.909,94.113,0.18%
"Oct 06, 2020",94.561,94.892,95.589,94.489,-0.33%
"Oct 05, 2020",94.875,94.796,95.040,94.496,0.07%
"Oct 02, 2020",94.808,94.399,95.149,94.017,0.50%
"Oct 01, 2020",94.339,95.037,95.248,93.799,-0.72%
"Sep 30, 2020",95.025,94.881,95.186,94.402,0.18%
"Sep 29, 2020",94.850,94.645,95.164,94.600,0.22%
"Sep 28, 2020",94.643,93.930,95.230,93.867,0.80%
"Sep 25, 2020",93.892,94.265,94.339,93.481,-0.34%
"Sep 24, 2020",94.215,93.623,94.513,93.517,0.66%
"Sep 23, 2020",93.596,93.628,93.984,93.243,0.01%
"Sep 22, 2020",93.586,94.271,94.497,93.435,-0.73%
"Sep 21, 2020",94.273,95.033,95.327,93.995,-0.74%
"Sep 18, 2020",94.974,95.498,95.652,94.838,-0.52%
"Sep 17, 2020",95.467,95.358,95.670,94.718,0.14%
"Sep 16, 2020",95.332,94.876,95.662,94.708,0.52%
"Sep 15, 2020",94.841,94.274,95.142,94.035,0.63%
"Sep 14, 2020",94.244,94.021,94.818,93.874,0.32%
"Sep 11, 2020",93.939,94.004,94.621,93.820,-0.08%
"Sep 10, 2020",94.012,95.322,95.779,93.804,-1.34%
"Sep 09, 2020",95.290,95.746,95.838,94.803,-0.44%
"Sep 08, 2020",95.715,96.729,96.840,95.731,-1.01%
"Sep 07, 2020",96.696,97.330,97.367,96.511,-0.66%
"Sep 04, 2020",97.342,97.477,97.611,96.566,-0.12%
"Sep 03, 2020",97.461,97.840,97.873,97.184,-0.35%
"Sep 02, 2020",97.805,97.701,97.877,97.320,0.13%
"Sep 01, 2020",97.677,97.918,98.402,97.511,-0.26%
"Aug 31, 2020",97.933,97.619,98.261,97.480,0.34%
"Aug 28, 2020",97.600,97.561,97.882,97.120,0.07%
"Aug 27, 2020",97.533,98.025,98.269,97.247,-0.50%
"Aug 26, 2020",98.026,97.618,98.163,97.468,0.46%
"Aug 25, 2020",97.575,96.924,97.785,96.821,0.71%
"Aug 24, 2020",96.886,98.021,98.166,96.802,-1.19%
"Aug 21, 2020",98.048,99.138,99.307,97.840,-1.07%
"Aug 20, 2020",99.106,98.020,99.209,97.952,1.09%
"Aug 19, 2020",98.033,98.715,99.320,98.002,-0.68%
"Aug 18, 2020",98.708,97.908,98.870,97.874,0.80%
"Aug 17, 2020",97.928,98.021,98.254,97.785,-0.04%
"Aug 14, 2020",97.965,97.705,98.438,97.611,0.24%
"Aug 13, 2020",97.726,97.492,98.204,97.454,0.27%
"Aug 12, 2020",97.466,97.401,97.798,97.151,0.12%
"Aug 11, 2020",97.351,97.922,98.067,97.315,-0.52%
"Aug 10, 2020",97.855,97.837,98.131,97.553,-0.04%
"Aug 07, 2020",97.898,98.512,98.531,97.627,-0.56%
"Aug 06, 2020",98.450,98.090,98.846,98.067,0.38%
"Aug 05, 2020",98.073,98.113,98.497,97.813,-0.02%
"Aug 04, 2020",98.096,98.300,98.413,97.561,-0.18%
"Aug 03, 2020",98.275,98.098,98.371,97.809,0.27%
"Jul 31, 2020",98.013,98.073,98.673,97.913,-0.02%
"Jul 30, 2020",98.034,97.413,98.115,96.854,0.69%
"Jul 29, 2020",97.362,96.871,97.534,96.542,0.52%
"Jul 28, 2020",96.855,96.361,97.033,96.026,0.54%
"Jul 27, 2020",96.337,95.589,96.448,95.547,0.76%
"Jul 24, 2020",95.613,95.322,95.752,95.145,0.33%
"Jul 23, 2020",95.300,95.008,95.471,94.865,0.34%
"Jul 22, 2020",94.981,94.908,95.108,94.412,0.12%
"Jul 21, 2020",94.869,94.648,95.169,94.548,0.26%
"Jul 20, 2020",94.621,94.109,94.707,93.754,0.56%
"Jul 17, 2020",94.092,94.366,94.597,93.767,-0.25%
"Jul 16, 2020",94.331,94.537,94.866,94.209,-0.18%
"Jul 15, 2020",94.501,94.654,95.009,94.478,-0.09%
"Jul 14, 2020",94.584,94.422,94.759,94.184,0.21%
"Jul 13, 2020",94.382,94.836,95.207,94.354,-0.54%
"Jul 10, 2020",94.890,94.740,95.241,94.547,0.19%
"Jul 09, 2020",94.706,94.513,95.121,94.409,0.22%
"Jul 08, 2020",94.499,93.826,94.615,93.771,0.74%
"Jul 07, 2020",93.805,93.219,94.208,93.186,0.64%
"Jul 06, 2020",93.213,93.183,93.571,92.993,0.05%
"Jul 03, 2020",93.166,93.195,93.587,92.898,-0.01%
"Jul 02, 2020",93.171,94.177,94.426,93.113,-1.01%
"Jul 01, 2020",94.124,93.684,94.299,93.354,0.49%
"Jun 30, 2020",93.662,92.863,93.695,92.586,0.89%
"Jun 29, 2020",92.835,93.277,93.636,92.515,-0.45%
"Jun 26, 2020",93.250,93.886,93.951,93.139,-0.62%
"Jun 25, 2020",93.831,93.976,94.257,93.659,-0.11%
"Jun 24, 2020",93.935,94.522,94.890,93.930,-0.59%
"Jun 23, 2020",94.495,94.488,94.794,93.969,0.07%
"Jun 22, 2020",94.429,94.227,94.554,94.063,0.23%
